name,description,Ammonia,Apple,Apricot,Berry,Blue Cheese,Blueberry,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Mint,Nutty,Orange,Pepper,Pine,Pineapple,Plum,Pungent,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree Fruit,Tropical,Vanilla,Woody,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted,Hybrid,Indica,Sativa
Blue Haze,"As noted by its name, Blue Haze is a mix of Blueberry and some form of Haze. Also known as Blueberry Haze, the strain’s exact Haze lineage differs depending on who you ask, some claim that Blue Haze’s parent in Amnesia Haze while other believe its Super Silver Haze. Considering the popularity of both Blueberry and Haze, it’s not surprising that multiple breeders have conjured up their own Blue Haze.

One proclaimed breeder of Blue Haze, Zatvio Seeds, claims that its strain has a sweet, fruity flavor and aroma, along with THC levels of about 20%. Zatvio’s Blue Haze is a sativa-leaning hybrid that grows tall with a slender stature, and is said to produce purple-blue buds drenched in resin in a nine-to-10-week flowering cycle.

Another breeder of Blue Haze is Homegrown Fantaseeds, which won first place for sativa at the 2001 High Times’ Cannabis Cup in Amsterdam with its Blueberry and Haze blend.

This award-winning indica-leaning strain is reportedly easy to grow and produces a high calyx-to-leaf ratio, yielding dense, musky buds after an eight-to-nine-week flowering cycle. ",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
Blue Kush,"Blue Kush is a cross of Blueberry and OG Kush. The breeder, Dinafem Seeds, says this strain has 20% THC, dense buds, and the colors of the Blueberry family along with a woodsy citrus aroma.

The balanced hybrid is a heavy producer that’s easy to grow and flowers in about eight weeks  indoors or early October outdoors in the Northern Hemisphere. Dinafem says Blue Kush tends to produce balanced, long-lasting physical relaxation and mental stimulation.",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Blue Magoo,"Blue Magoo is a cross between DJ Short’s Blueberry and William’s Wonder F2, also known as Major League Bud, reportedly created in Oregon sometime in the ’90s, according to seed bank Dutch Seed Shop. Carrying an aroma described as a fusion of berries and floral notes, Blue Magoo is best suited for indoor growing conditions.

Not to be confused with the similarly named strain Blue Goo, Blue Magoo produces dark green, trichome-crusted buds with hints of lavender in a seven-to-eight-week flowering cycle. Blue Magoo reaches an average height and yielding between 500 to 550 grams of flower per square meter, growers should expect zig zag branching and long petioles with this plant.

Several samples of Blue Magoo have been analyzed by the cannabis testing lab Analytical 360, all of which demonstrated THC level between 18% and 22%, along with a terpene profile dominated by alpha-pinene and humulene. ",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Blue Razz,"Blue Razz traces its origins to an unknown American breeder. While little information exists about its parent plants, Blue Razz is commonly enjoyed in vapes as an Indica-leaning hybrid. Consumers report this strain features a sweet berry taste and skunky aroma, while others cite its pain-relieving and relaxing properties.",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Bob Marley,"Named after the legendary Jamacian reggae artist and cannabis culture icon, Bob Marley is a strain of mysterious origin and lineage. Some sources claim that this sativa-leaning variety was created by the Dutch breeder Goldenseed, but the direct parentage of Bob Marely remains unconfirmed.

Bob Marley is reported to grow very tall, producing high yields of small, airy buds in a 56-to-63-day flowering period. Bob Marley is said to respond well to warm, outdoor climates and greenhouse grows. 

According to Amsterdam Marijuana Seeds, which sells feminized Bob Marley seeds, outdoor cultivators may expect harvests of up to 425 grams per square meter, while indoor harvests can measure up to 350 grams per square meter.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Bruce Banner,"Bruce Banner is a powerhouse strain with a reputation as big and green as its comic book namesake. 

Named for the Incredible Hulk’s alter ego, Bruce Banner was bred by Los Angeles-based Dark Horse Genetics to be one of the most potent cultivars on the market.

Using OG Kush and Strawberry Diesel parents, breeders created five phenotypes. Bruce Banner #2 and #4 were quickly dropped, while #1, #3 and #5 were selected for their high potency. 

When grown indoors, breeders can expect a flowering period of 9-10 weeks, as well as a high resistance to disease, mold and pests. This tall-growing plant produces long, fluffy buds that practically glisten with trichome density.",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Bubba Kush,"Bubba Kush originated in the early 1990s as an accidental hybrid that crossed itself in Matt Berger’s garden. 

Also known as Bubba, Berger discovered a phenotype called Kush -- a cut of the Afghan Kush landrace strain that grew in the wild. While experimenting indoors with these Kush genetics, a crop of Northern Lights growing in the same room ended up intermingling with Kush, leaving behind a set of seeds. 

The seeds ended up growing into the first Bubba Kush flower, which became a major commercial success that attracted celebrity consumers such as Cypress Hill, Dr. Dre and Snoop Dogg. Its popularity led to several copycat buds in dispensaries, so Berger renamed his genetics OG Kush to differentiate his crop from the rest.  

Bubba Kush is a mostly Indica-dominant strain, with short internodes, squat stature and broad fan leaves, thanks to its Afghan and backcrossed OG Kush heritage. It’s ready for harvest in 8-to-9 weeks, or in early October, producing compact nugs that sparkle with resin. ",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Bubble Gum,"The exact lineage and genetics of Bubble Gum remain a mystery. However, the strain’s history began in Indiana, where its original grower gave three different Bubble Gum plants to three Netherlands breeders — Adam of T.H. Seeds, and Cerebral Seeds’ Simon and Tony (who eventually split to form Serious Seeds and Sagarmatha Seeds, respectively). 

In the Netherlands, each breeder cultivated a slightly different Bubble Gum phenotype. Adam at T.H. Seeds describes his version as “mostly Indica,” while Simon at Cerebral Seeds considers his variation of the strain “mostly Sativa.” 

Bubble Gum has won 13 awards, including 2nd at High Times Cannabis Cup in 1995, 1st Outdoor at Spannabis Cup in 2005, 1st Outdoor at Spannabis Cup in 2006 and 1st Hybrid at the 4th annual Jack Herer Cup in 2018. 

Today, both regular and feminized seeds are available from Serious Seeds, and Bubble Gum is the only inbred strain offered by the seed bank. Simon reports Bubble Gum seeds produce a stable, uniform grow of strong, sturdy plants with thick stems. It lists the strain as both an outdoor and indoor cultivar, with an indoor flowering time of 56-63 days. It’s said to emit a sweet, bubble gum fragrance and carry a prominent strawberry flavor when it comes from feminized seeds. 
",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Candyland,"Candyland (aka Kandyland) is a Sativa-leaning cross between a male Granddaddy Purple and a female Bay Platinum Cookies (which is more commonly known as Platinum GSC). 

Created by Northern California’s Ken Estes, Candyland produces thin sun leaves with tight, internodal spacing and dense buds that are known for resin content. The strain typically finishes her flowering cycle within 8-9 weeks of the 12/12 light cycle switch, while outdoor cultivators must wait until early October in the Northern Hemisphere, early April in the Southern Hemisphere, before harvesting. 

A gold winner at Denver’s 2012 KushCon event, Candyland took home the first-place trophy for best Sativa. 
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Cannalope Haze,"Coming from DNA Genetics in Amsterdam, Cannalope Haze is a cross between Haze Brothers and a Mexican Sativa landrace from Michoacan. The result has a melon-tinged flavor — hence the name. The 8-week flowering period helps make this a desirable strain that produces an above average yield.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Cannatonic,"Also known as the CBD Queen, Cannatonic is a hybrid from Spain’s Resin Seeds. Reportedly introduced around 2008, and among the first high-CBD strain, Cannatonic is a cross of Reina Madre and NYC Diesel. 

The strain took 3rd Sativa at the 2008 High Times Cannabis Cup and is primarily recommended for medicinal use. The seed bank offers three main phenotypes of the strain — one with a 1:1 THC-to-CBD ratio, one with high CBD and low THC and one with a high THC-to-CBD ratio.

It spawned several notable phenotypes, including Cannatonic #4, Cannatonic X and Cannatonic B, and Highlo, a Cannatonic IBL from House of the Great Gardener. One of the earliest phenotypes to carry its own name, SuperCBDx, was developed by breeder PJ after he contracted a serious illness and focused on high-CBD strains, which are commonly used for medicinal purposes. From there, it was reportedly refined by Spanish seed bank Genofarm, whose version boasts a 26:1 CBD-to-THC ratio. 

Cannatonic has also served as the genetic base for several CBD-rich hybrids including Cancer’s Nightmare (Cannatonic and White Nightmare) from Sin City Seeds, CannaBerry (Cannatonic and Blackberry) from Apothecary Genetics, Hawkeye (Cannatonic and Mt. Rainer) from RedEyed Genetics, Hazy Med CBD (Super Silver Haze, Skunk #1 and Cannatonic) from Poppa Pain Strains, and VCDC from Moxie Seeds. Resin Seeds’ own Dieseltonic is a backcrossing of Cannatonic and NYC Diesel, and has the same CBD potential as Cannatonic.

Cherry Wine and The Wife, two hemp strains commonly grown in the USA, are also Cannatonic hybrids. Resin Seeds estimates that 80% or more of all American, Swiss, and Italian grown hemp varieties include Cannatonic in their lineage.  

When cultivating Cannatonic, its breeder reports Indica-like growth patterns and a 63-70 day flowering period. There’s minimal genetic variation, according to tests from Phylos Bioscience. Resin Seeds also reports the strain is both pest- and powdery mildew-resistant and recommends indoor growing with a light source set higher than usual over the plants. Resin Seeds also reports that Cannatonic’s aromas range from strawberry, cherry, mandarin peel, and grape to haze and diesel; with myrcene being the strain’s dominant terpene. Cannatonic won 3rd Place in the Sativa category at the 2008 High Times Cannabis Cup. ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Champagne Kush,"The perfect strain for a stoner’s New Year’s Eve celebration, Champagne Kush (also referred to as Champagne) is a popular hybrid strain with relatively muddy origins. Some sources claim this strain to be a cross between Super Silver Haze and Pot of Gold, while others have stated that Champagne Kush is a cross between a Hashplant and Kush that was pollinated with a male Burmese plant.  

The cannabis seed bank Seedism claims to have feminized Champagne Kush seeds from Super Silver Haze and Pot of Gold. This particular cultivar is said to produce high yields following a 10-week flowering cycle. Caramel and citrusy are common descriptors for the aroma of Champagne Kush, while the flavor is often reported as earthy and sweet.  

One sample of Champagne Kush analyzed by the cannabis testing lab Analytical 360 discovered THC levels of less than 17%, along with a terpene profile primarily dominated by linalool, which can also be derived from flowers and spice plants, as well as alpha-pinene, an herbaceous terpenoid that is considered the most abundant in nature. ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cheesecake,"Originally developed in the Netherlands, Cheesecake is a strain with mysterious origins. This strain is a cross between The Cheese and an unknown indica. While the earthy and cheese-like musk are the predominant aromas, there is a kick of sweetness that lingers as well. This strain is also characterized by its thick bud structure and red hair.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
Chemdawg 91,"Chemdawg 91 is reportedly one of four seeds sprouted by a Grateful Dead fan named Chemdog in 1991. The others are called Chem’s Sister, Chemdawg D, and an unknown fourth that was disposed of, according to several sources. Chemdawg 91, also known as Chem 91, 91 Chem, and Chemdawg 91 Skunk VA, is descended from an unknown lineage. Like its kin, this strain is commonly said to have a strong aroma of diesel, pine, and citrus with similar tastes.

",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Chemdog,"Chemdog, or Chemdawg, was created in the early 1990s in the parking lot of a Grateful Dead concert. 

Dead concerts had a reputation for being trade centers for cannabis cultivars, and during this particular show, a breeder named Chem purchased an ounce of Dogbud from fellow growers P-Bud and Joe Brand. The flower -- which supposedly originated along the California-Oregon border -- tasted so strongly of chemicals that Joe Brand nicknamed it Chem. Chem (the breeder) combined the two names, and Chemdog was the result.

Following the Grateful Dead tour, Chem popped Chemdog the seeds and created three phenotypes. The most famous was Chem 91, which became an instant success and served as the parent strain for some of the most popular cultivars of the past 25 years.

Today’s Chemdawg is a clone of the original Chem 91 strain. It’s bred by Humboldt Seed Organization as a phenotype with both Indica and sativa characteristics. Indoor growers can expect flowering within 65-to- 70 days. Seeds produce medium-sized plants with thin, fan leaves and spicy, green, fluffy buds. Chemdawg does best when grown outdoors in a dry, sunny Mediterranean climate.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
Cherry Bomb,"Cherry Bomb by Bomb Seeds 
Bomb Seeds says it crossed its Big Bomb with a fruity mother to create this version of Cherry Bomb. The high-THC, aromatic, flavorful plant is a prolific producer with purple-red, trichome-covered buds. Several versions of Cherry Bomb exist; this one is not to be confused with Barney’s Farms’ discontinued Cherry Bomb or the legendary Cherry Bomb said to have been created by Mr. Greengenes from Maui Waui and Cherry AK47.

The mostly indica hybrid grows to a medium height and flowers in eight to 10 weeks, or late September to early October in the Northern Hemisphere, according to Bomb Seeds. Cherry Bomb is easy to grow either indoors or outdoors, with high yields for pro and amateur farmers alike. Its cherry taste and skunk aroma deliver a relaxing, mind-clearing effect, according to Bomb Seeds.


Cherry Bomb by Barney’s Farms
Barney’s Farms’ version of Cherry Bomb crosses a NorCal indica with a Hawaiian sativa to create a plant with uber green buds that are covered in glittery trichomes and give off a strong, bitter aroma, online sources say. Several versions of Cherry Bomb exist; this one is not to be confused with Bomb Seeds’ Cherry Bomb or the legendary Cherry Bomb said to have been created by Mr. Greengenes from Maui Waui x Cherry AK47.

According to reports online, Cherry Bomb grows to a medium height and blooms in 10 to 12 weeks indoors or late October to early November outdoors in the Northern Hemisphere. It’s said to deliver high yields.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Cherry Pie,"Cherry Pie by Cookie Family
The Indica-leaning, clone-only version of Cherry Pie from San Francisco is a hybrid of Granddaddy Purple and an F1 Durban Poison. The strain was originally bred by the Bay Area’s Pieguy and immediately cultivated by Jigga, head of genetics for Cookie Family. 

During growth, the strain produces a hefty, dense flower that’s typically layered in trichomes and intertwined with rust-colored pistils. At the 2014 Denver High Times Cannabis Cup, the strain won 3rd place in the Medical Sativa category.

Cherry Pie by Riot Seeds
Riot Seeds offers a cross of the female Cherry Pie clone-only strain and a male WCD 710 (West Coast Dawg/Sugenite OG)﻿. This Sativa-dominant hybrid Cherry Pie produces short plants with a maroon/purple coloration. The F1 plant’s flowering time is roughly 9 weeks. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Chocolope,"According to breeder DNA Genetics, Chocolope -- formerly known as D-line -- is a Sativa-dominant hybrid produced by crossing a Chocolate Thai female with a Cannalope Haze male. The breeder back-crossed this hybrid with the Chocolate Thai parent to achieve an especially chocolatey flavor and aroma, and shorter flowering time of 56-63 days. 

Chocolope earned several awards, including High Times’ Strain of the Year in 2007, 2nd Place at the High Times Cannabis Cup in 2007 and 2nd Sativa at High Times’ Cannabis Cup in 2010.

The strain is exceptionally easy for beginners to grow. It stretches tall with broad, dark-green leaves, and delivers heavy yields of large, dense buds. Growers are advised to reserve ample space for Chocolope’s notable height. 
",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Chronic,"While the term “chronic” is used by many smokers to describe high-quality cannabis, the Chronic cultivar has been a legendary strain for quite some time. 

Chronic is a hybrid from Dutch seed bank Serious Seeds, which created the strain in 1994 by blending Skunk #1 with Northern Lights. Later, in the early 2000s, the seed bank crossed a hybrid of Skunk #1 and Northern Lights with a hybrid of Northern Lights and AK-47 hybrid to produce what exists today.  Seed bank owner/breeder Simon said he added AK-47 to the equation to upgrade the strain’s genetics and give it a “complex, full-spectrum high without losing the nice yield and flavor.” Serious Seeds carries both regular and feminized Chronic seeds.

Chronic won seven cannabis awards, including 3rd prize at High Times Cannabis Cup in 1994, 1st at La Bella Flor Cup Spain in 2003 and 1st at Highlife Cup Spain in 2004. 

Serious Seeds reports the sweet-and-spicy flavor of the original Chronic remains intact in its current iteration of the strain. It also reports high yields of enormous colas from Chronic during a 56-63-day flowering period. Chronic is best grown indoors but responds well to natural sunlight within a protected environment. 

The breeder recommends a long, careful and thorough drying process to maintain the strain’s terpene profile. 
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Cinderella 99,"Cinderella 99 (also called Cindy or C99) is a powerhouse hybrid with humble beginnings. 

In the late 1990s, Mr. Soul -- founder of Brothers Grimm Seeds -- discovered a few seeds inside a Jack Herer bud that he purchased in an Amsterdam coffee shop. He grew one into a cultivar named Princess, which reportedly provided a much more psychedelic experience than other strains on the market at the time. 

From there, he aimed to create a super-strain that would allow him to share Princess with the world. First, he paired a Princess female with a Shiva Skunk male to add plant strength, and used a triple backcrossing method called “cubing” to create the parent strain Cinderella 88. Finally, he bred Cinderella 88 with Princess once more to achieve what breeders call the Holy Grail of Hybrids -- Cinderella 99. 

The name Cinderella comes from the fairy tale heroine, who -- much like the cultivar -- had modest beginnings, but bloomed into royalty. Consumers savor the strain for its fruity, floral aroma, thanks to a hefty presence of linalool. ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Citrus Sap,"Citrus Sap is a sativa-leaning cross between Gorilla Glue #4 and Tangie that was reportedly created by the breeders at Crockett Family Farms. Carrying an aroma often described as sweet mandarin orange, Citrus Sap is said to contain THC levels ranging between 18% and 24%.

According to several online seed banks carrying, this sativa-leaning strain reportedly produces high yields of resin-soaked flowers with a high calyx-to-leaf ratio in a 65-to-70 day flowering cycle. Clones and seeds of Citrus Sap are available online.",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Clementine,"A cross between Tangie and Lemon Skunk, Clementine is a sativa-dominant strain produced by Crockett Family Farms, a family-run cannabis genetics company based in the Central Coast of California. The breeder’s Clementine Live Resin won first place for best sativa concentrate at the 2015 High Times Cannabis Cup in Michigan.

True to its name, Clementine is reported to have a sweet and citrusy aroma and THC levels that generally range between 20% and 25%, according to Crockett Family Farms. With a 55- to 65-day flowering cycle, this plant is said to produce large yields of dark green colas with firey stigmas and sugary trichomes. Clementine is well-suited for either an indoor or outdoor growing environment. After measuring a variety of Clementine, the cannabis testing laboratory Analytical 360 found that the sample had THC levels that reached 27%, as well as a terpene profile dominated by terpinolene, which has a woodsy aroma with citrus and floral undertones, and caryophyllene, a terpene known for its herbal spiciness. ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Colombian Gold,"Colombian Gold is a Sativa landrace cultivar, created in the Santa Marta Mountains of Colombia. 

Through generations of inbreeding by local growers, Colombian Gold became one of the most stable cannabis strains on the market. While less popular than its cousin, Acapulco Gold, Colombian Gold still holds a place in cannabis history. Sam the Skunkman used it as half of his Skunk #1 creation in the 1960s, and it has been used for numerous hybrids over the last few decades.

As a true landrace Sativa, Colombian Gold produces tall, branchy plants that bloom within
75-90 days when grown indoors. However, a moderately experienced grower can tease out a November yield of up to 600 grams per square meter in an outdoor garden in the Northern Hemisphere, and harvest in May in the Southern Hemisphere. 

The resulting green-and-orange buds reek of skunky earth and fresh pine that permeates every corner of a room. 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Conspiracy Kush,"Conspiracy Kush is a hybrid created in California by Subcool from Obama Kush and Space Queen. 

It's reported to have 19% THC and very low CBD with a fruity, spicy aroma and tart, funky taste. Conspiracy Kush has been described as having an initial cerebral high, followed by by a relaxing euphoric feeling that spreads through the rest of the body.",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Cookies and Cream,"Cookies and Cream was bred by Washington’s Exotic Genetix when growers crossed a Starfighter F2 and a Girl Scout Cookies phenotype. 

This aromatic strain reportedly grows medium-tall, producing moderate yields of trichome- frosted buds in a 56-to-63 day flowering period. 

Online sources recommend the strain for more advanced growers, as it typically requires a lot of training (especially lollipopping) during the first few weeks of the flowering cycle. 

The strain took 1st place in the hybrid flower category at the 2014 Denver Cannabis Cup.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Critical Kush,"Critical Kush is a cross of Critical Mass and OG Kush, bred by the Amsterdam seed bank Barney’s Farm. 

According to the breeder, Critical Kush produces large yields of sticky, resinous colas with a strong Kush aroma over a 56-day flowering period. Barney’s Farm attributes a mostly indica lineage and heavy Indica-like effects to the strain, which won third Place in the indica flower category at the 2019 High Times Cannabis Cup in Michigan.  ",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
Crunch Berry,"Also known as Captain Crunch, Crunch Berries, or Crunch Berry Kush, Crunch Berry was created by the High Times award-winning breeding team at Exotic Genetix, which pollinated a Triple OG female with a Blueberry male. 

The resulting flowers are long, bushy and practically white-colored with trichome density. Consumers report Crunch Berry’s experience as uplifting and peaceful. The strain reportedly delivers a vanilla-and-pine aroma that suggests a high presence of beta-caryophyllene.

Growers should employ methods such as SCROGs, SOGs or topping to manage the plant’s ample height and bushy branching. The strain grows to maturity indoors in 55-to-65 days, or early October when raised outdoors. 

Because it flourishes in less volatile growing environments, Crunch Berry is more likely to reach its full potential indoors.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Dark Star,"Darkstar, also called Dark Star, is a cross of Purple Kush and Mazar-I-Sharif created by the team at TH Seeds. According to the breeders, the cultivar tastes of wood and sweet earth and exudes a tangy coffee aroma. Jane Technologies, a clones retailer, claims Darkstar tests at approximately 16% THC per weight.   Darkstar produces short, compact plants that grow well indoors and outdoors. The plant flowers typically in 9-10 weeks when grown in artificial light. Dark green, nearly black leaves offset light and give Darkstar its name. At full maturity, Darkstar produces a large yield of dark green buds with muddy orange pistils and a thick coat of trichomes.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Diablo,"Diablo was created by the pros at British Columbia-based Next Generation Seed Company when they combined Blueberry, Grapefruit, and a handful of South African sativa landrace strains. The fruity flavors in Diablo's parentage carry on in its citrusy, berry-rich flavors. Diablo placed second in Best Outdoor Strain in the 2002 BC Harvest Cup.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Diablo OG,"IC Collective created Diablo OG from OG Kush and Diablo, according to the collective, though some sources online say it was created by Reseda Discount Caregivers, and there’s some confusion about the number of strains with similar names.

IC’s Diablo OG has large buds with a woodsy, lemon flavor profile with uplifting, energizing effects, according to the breeder. Other online reviews concur and say the effects are long lasting.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Diamond OG,"Diamond OG comes from an unknown strain mixed with an OG Kush, according to sources online, resulting in a plant with sticky, sparkling, trichome-laden buds, hence the sparkly name.
 
The clone-only strain is said to be a tall plant that grows well indoors or outdoors, flowering in nine to 10 weeks. Diamond OG is resistant to mold and mildew, making it relatively easy to grow.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Dirty Sprite,"Dirty Sprite is a cultivar with secret genetics created by the breeder team at Blackleaf in California. The flower features a floral, sweet aroma that aligns with a more earth-laden flavor upon smoking. Online sources report Dirty Sprite as a good choice to promote relaxation, pain relief, and calm.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
